make a reminder for tomorrow's meeting	reminder/set_reminder
what's the weather like for detroit this weekend?	weather/find
set alarm for weekdays only	alarm/set_alarm
remind me to call janice at 5pm.	reminder/set_reminder
i need to know the weather for seattle next week 	weather/find
show me a weather radar for oklahoma.	weather/find
cancel the reminder to buy bread	reminder/cancel_reminder
remind me to take out the trash when i get home	reminder/set_reminder
how hot is it today?	weather/find
remove alarm for today at 5 am	alarm/cancel_alarm
stop alarm for every 30 minutes	alarm/cancel_alarm
set alarm for 5 am	alarm/set_alarm
i don't want to forget to wash the dog	reminder/set_reminder
remind me to water the plants tomorrow at 7:00pm.	reminder/set_reminder
any bad weather today?	weather/find
should i wear long sleeves today	weather/find
set an alarm beginning at 4am with 15 minute increments until 7am please	alarm/set_alarm
check the forecast for the weekend in cocoa beach, fl	weather/find
set alarm for 7 am sunday	alarm/set_alarm
set a reminder for field trip next wednesday	reminder/set_reminder
how hot is it going to get in milwaukee today?	weather/find
remind me to check on car status.	reminder/set_reminder
set an alarm for 8am on saturday and sunday	alarm/set_alarm
reminder tomorrow lunch	reminder/set_reminder
will i need a jacket in oakland today?	weather/find
will it be windy this week?	weather/find
show my reminder list.	reminder/show_reminders
set alarm to remind me to leave the house on time	alarm/set_alarm
is it currently overcast in corona del mar	weather/find
reminder to create emails and make phone calls	reminder/set_reminder
set an alarm fifteen minutes before my meeting	alarm/set_alarm
remind me to call mom tonight at 5.	reminder/set_reminder
is it a good idea to go to the park	weather/find
set an alarm for 8 pm.	alarm/set_alarm
is it going to be around 89 in degree c out there	weather/find
please remind me to buy a book at the book store	reminder/set_reminder
show me all of my reminders for the next two weeks	reminder/show_reminders
set a reminder to take out the trash when i get home.	reminder/set_reminder
please cancel my alarm	alarm/cancel_alarm
what time will it start to get hot?	weather/find
what temperature is it outside?	weather/find
set the alarm a hour ahead	alarm/set_alarm
i need to stop the alarm	alarm/cancel_alarm
will the clouds clear up later in the day today	weather/find
is there flooding in new orleans?	weather/find
lowest temperature today?	weather/find
do i need an umbrella today 	weather/find
are there any freeze warnings for tonight	weather/find
what's the temperature going to be at kickoff?	weather/find
what are the rain chances today	weather/find
is it warm enough to go to the beach today	weather/find
set alarm for half past 5	alarm/set_alarm
what's the forecast for next week	weather/find
remind me to get gas on my way home	reminder/set_reminder
remind me to call stephanie tonight.	reminder/set_reminder
current weather in new york.	weather/find
is it raining in brandon	weather/find
do i have any reminders set up?	reminder/show_reminders
is it going to rain tomorrow morning	weather/find
cancel all alarms set for mondays	alarm/cancel_alarm
reset alarm for 30 minutes	alarm/cancel_alarm
cancel reminder for tomorrow	reminder/cancel_reminder
is it too cold to go swimming?	weather/find
show me all the reminders i have set for this weekend	reminder/show_reminders
set a reminder to take out the trash at 7 pm	reminder/set_reminder
will a sweater be enough for this temperature?	weather/find
set a 45 minute snooze alarm	alarm/snooze_alarm
10 day forecast for las vegas.	weather/find
remind me to go food shopping tomorrow at 6pm	reminder/set_reminder
what day is the last snowfall of the week?	weather/find
set alarms for wednesday	alarm/set_alarm
will it be sunny around 4pm	weather/find
remind me to set alarms for morning	reminder/set_reminder
remind me to get pots and pans today	reminder/set_reminder
is it going to rain next week?	weather/find
will it rain later?	weather/find
show me my reminders for this month, please.	reminder/show_reminders
open all of my reminders.	reminder/show_reminders
will it be hotter than 77 on wednesday	weather/find
remind me to take the laundry to the cleaners tomorrow at 4.	reminder/set_reminder
reset alarm for 9 pm tonight	alarm/set_alarm
will saturday's weather be pool party weather	weather/find
how cool will it be in the morning?	weather/find
check time on alarm	alarm/show_alarms
set an alarm for 7:30 this friday morning.	alarm/set_alarm
will the roads be icy tonight	weather/find
did it snow last night	weather/find
is it raining in lancaster? 	weather/find
show me my reminders for saturday.	reminder/show_reminders
will it be above 100 fahrenheit tomorrow	weather/find
will it be this hot tomorrow?	weather/find
set the alarm for one hour	alarm/set_alarm
tell me if it's going to rain or not.	weather/find
alarm 8 am	alarm/set_alarm
set alarm for 6:15 tomorrow morning	alarm/set_alarm
what is the precipitation levels?	weather/find
remind me about james' soccer game tomorrow at 6:30 pm	reminder/set_reminder
set the alarm for 3:30 a.m.	alarm/set_alarm
resume all alarms	alarm/set_alarm
remind me to pick up mom at airport	reminder/set_reminder
remind me to pay capital one	reminder/set_reminder
alarm for 5 am tomorrow	alarm/set_alarm
set a reminder to pick up susan monday morning	reminder/set_reminder
what is the 7 day weather forecast?	weather/find
forecast for today	weather/find
set the alarm	alarm/set_alarm
turn off all alarms.	alarm/cancel_alarm
change my alarm from 4:45 am to 5:00 am every weekday.	alarm/modify_alarm
set alarm to wake me at 6am	alarm/set_alarm
what is the temperature like on winter in germany?	weather/find
remind me to call my mom at 8pm	reminder/set_reminder
tell me what the weather will be like next weekend in austin	weather/find
set alarm 10 am tomorrow	alarm/set_alarm
will it be sunny this weekend?	weather/find
whats today's local weather forecast	weather/find
how much time  until next alarm goes off	alarm/time_left_on_alarm
set an alarm for 14 years	alarm/set_alarm
what's the current temperature?	weather/find
set an alarm for 7:30pm every day	alarm/set_alarm
i want to be reminded to finish seasoning the steaks	reminder/set_reminder
how is the humidity going to be this evening?	weather/find
what the forecast in st ignas next week	weather/find
snooze "wake up" alarm.	alarm/snooze_alarm
is it going to rain today 	weather/find
what is the forecast for thursday?	weather/find
weather in utah	weather/find
set alarm for 6am tomorrow	alarm/set_alarm
what is the temperature high for today?	weather/find
turn 09:00 am alarm off	alarm/cancel_alarm
is it raining right now in lake grove?	weather/find
remind me of mom's birthday	reminder/show_reminders
set reminder to check into my flight.	reminder/set_reminder
can i have a picnic outside this evening	weather/find
how warm is it for mumbai next week in degree c	weather/find
is it going to be around 52 in fahrenheit outside tonight	weather/find
what temperature is it in hawaii today? 	weather/find
is it around 72 in degree celsius karachi tonight	weather/find
temperature in houston this weekend fahrenheit	weather/find
set a reminder for the last day of every month.	reminder/set_reminder
modify alarm	alarm/modify_alarm
how wet outside?	weather/find
forecast for the next week	weather/find
set alarm for 56 minutes 	alarm/set_alarm
will it be hot tomorrow 	weather/find
how many inches of snow will we get?	weather/find
remind me to email gina about the evs incident.	reminder/set_reminder
what is the current weather in los angeles?	weather/find
set alarm for 6 a.m saturday the 12th	alarm/set_alarm
set an alarm to check for ship from store items at 3:30pm	alarm/set_alarm
cancel the alarm for tomorrow. 	alarm/cancel_alarm
what is the temperature for monday	weather/find
set a reminder to go to the mall to buy new shoes this saturday	reminder/set_reminder
show all of my alarms	alarm/show_alarms
are we getting a dust storm today?	weather/find
does next week's forecast look bright?	weather/find
shut off alarm.	alarm/cancel_alarm
is it going to rain on my way to work	weather/find
how warm is it tomorrow morning in mumbai in degree fahrenheit	weather/find
what alarms are currently set?	alarm/show_alarms
remind me to pay bill when i get home	reminder/set_reminder
please set the alarm for 5 am tomorrow	alarm/set_alarm
is there rain in the forecast for catalina island in the next 10 days?	weather/find
how cold is it next week in dublin in degrees f	weather/find
will it snow in georgia today?	weather/find
show all active alarms	alarm/show_alarms
can i expect rain next friday	weather/find
how much snow is expected in kansas city today?	weather/find
cancel my dentist appt reminder	reminder/cancel_reminder
will it snow tonight? 	weather/find
weather in los angeles today? 	weather/find
remind me to pick up wine for dinner	reminder/set_reminder
is it going to be below 23 celsius madrid today	weather/find
is it going to storm tonight?	weather/find
remind me on thursday to start diet	reminder/set_reminder
what time does the sunrise?	weather/checkSunrise
when are we expecting rain this week?	weather/find
what does the weather look like?	weather/find
remind me to put out the trash	reminder/set_reminder
how many inches of rain	weather/find
how much time was left on the alarm after i got up?	alarm/time_left_on_alarm
what is the weather like at the arctic pole?	weather/find
set alarm to remind me to take out trash	alarm/set_alarm
is there a tornado watch right now?	weather/find
set alarm for 20 minutes.	alarm/set_alarm
show the alarms i have set.	alarm/show_alarms
set a reminder to pick up my kids from school at 3 pm.	reminder/set_reminder
turn off my alarm for 8am friday	alarm/cancel_alarm
how is the weather going to be in denver on thursday?	weather/find
what's the weather going to be this weekend in miami	weather/find
set a new alarm to wake me up on monday at 7:30 am	alarm/set_alarm
remind me to stop at the store in the way home	reminder/set_reminder
what time will the sunset	weather/checkSunset
set alarm for 6:00 am.	alarm/set_alarm
how cold is it going to get this week?	weather/find
remind me to go to school when i wake up.	reminder/set_reminder
modify my alarm to 6:30 am.	alarm/modify_alarm
please set my alarm for 15 minutes	alarm/set_alarm
how many alarms for i have set for today?	alarm/show_alarms
set an alarm for 6:51 am every day this week.	alarm/set_alarm
remind me to schedule an appointment with the doctor tomorrow	reminder/set_reminder
what is the low for today 	weather/find
what is the weather like in nigeria?	weather/find
show all reminders for the weekend.	reminder/show_reminders
please set the alarm for 6 each morning	alarm/set_alarm
is it suppose to rain any time next week?	weather/find
set alarm for 8:30pm	alarm/set_alarm
is it raining currently in seattle?	weather/find
will it rain in grand haven this week?	weather/find
i don't need my reminders for tomorrow	reminder/cancel_reminder
how cold is it now in canada?	weather/find
when will the clouds clear	weather/find
set the alarm to go off in 36 minutes	alarm/set_alarm
repeat my 5:30 am alarm every day	alarm/modify_alarm
set my alarm for 7 minutes from now	alarm/set_alarm
set alarm for 1 hour and ten minutes.	alarm/set_alarm
show me the current alarms.	alarm/show_alarms
set reminder for monday and doctor appt	reminder/set_reminder
what was the high temp today?	weather/find
will it be sunny tomorrow afternoon	weather/find
chances of fog?	weather/find
how is the weather this weekend?	weather/find
is it going to be around 73 in degrees c in madrid this weekend	weather/find
set an alarm for 6 am tomorrow	alarm/set_alarm
do i need a jacket today	weather/find
what's the uv index	weather/find
remind me to pick up snacks	reminder/set_reminder
set an alarm.	alarm/set_alarm
is it going to rain in milwaukee today	weather/find
what is the current temperature outside	weather/find
how much time do i have left before my alarm	alarm/time_left_on_alarm
set an alarm to go off at this time tomorrow.	alarm/set_alarm
set a reminder to go to the doctor at 10 am tomorrow.	reminder/set_reminder
remind me about doctors appointment 2 days before and every day after until appointment	reminder/set_reminder
what reminders to i have set for this weekend?	reminder/show_reminders
what is the weather like in wyoming right now?	weather/find
how much snow are we supposed to get tonight in toledo, oh?	weather/find
what is the chance of rain in buffalo, ny?	weather/find
what is the weather like for the next week	weather/find
what is the temperature in tampa?	weather/find
what is the weather in cocoa beach  	weather/find
remind me to buy two books at the bookstore today	reminder/set_reminder
please remind me to go to the bank when i get out of work today.	reminder/set_reminder
set an alarm for wednesday at 330pm.	alarm/set_alarm
turn the alarm on	alarm/set_alarm
will it be warm tonight	weather/find
set a recurring alarm for 6 am	alarm/set_alarm
should i bring a rain coat?	weather/find
will there be any cloudy weather next week?	weather/find
what is tomorrow's forecast in orlando?	weather/find
please make alarm for every 8 minutes	alarm/set_alarm
set alarm for one hour from now	alarm/set_alarm
delete all alarms that are set for tuesday	alarm/cancel_alarm
let me sleep for one hour	alarm/snooze_alarm
cancel reminder for today	reminder/cancel_reminder
snooze all alarms.	alarm/snooze_alarm
what's the temperature right now	weather/find
add 15 minutes to my 20 min alarm	alarm/modify_alarm
is it going to be above 95 in degree fahrenheit karachi next week	weather/find
will the temperature reach over 100 today?	weather/find
cancel the reminder for today's appointment	reminder/cancel_reminder
cancel my reminder for my dentist appointment	reminder/cancel_reminder
remind me to brush my teeth every morning	reminder/set_reminder
cancel my reminder for picking the kids up at 4	reminder/cancel_reminder
does it rain in southern california?	weather/find
show me the ten day forecast	weather/find
set alarm for 8 am all week	alarm/set_alarm
do i have a reminder to have my oil changed today?	reminder/show_reminders
is it going to hail today	weather/find
i cannot forget to file taxes	reminder/set_reminder
set an alarm to go off every 15 minutes for 45 minutes	alarm/set_alarm
change alarm to 7 pm	alarm/modify_alarm
remind me of our dental appointment on friday	reminder/set_reminder
what  the current temperature in linden 	weather/find
what is the temperature right now at home	weather/find
set a reminder for the rough draft of my english paper next tuesday.	reminder/set_reminder
how hot is it going to be this week	weather/find
clear all my alarms now.	alarm/cancel_alarm
remind me to finish my essay	reminder/set_reminder
what's the weather for tomorrow?	weather/find
set a reminder for three hours that it's time to leave	reminder/set_reminder
set reminder for work party	reminder/set_reminder
i want to be reminded to play overwatch with friends	reminder/set_reminder
skip to next alarm	alarm/cancel_alarm
alarm needed at 6 am	alarm/set_alarm
set an alarm for tomorrow at 5pm for one hour.	alarm/set_alarm
remind me to call mmta monday	reminder/set_reminder
set a reminder in 2 hours to check the weather before leaving the house	reminder/set_reminder
show me tomorrow's reminders.	reminder/show_reminders
how much snow will we get tomorrow night? 	weather/find
what is the temperature right now	weather/find
are there any storm warnings right now	weather/find
weather at beach	weather/find
remind me to pay the water bill tomorrow.	reminder/set_reminder
have alarm go off at 11 am	alarm/set_alarm
set the alarm every weekend to 9:30 am	alarm/set_alarm
is it safe to hike today?	weather/find
cancel my reminder to call timmy back.	reminder/cancel_reminder
please set a reminder for me to clean up this afternoon	reminder/set_reminder
please set new alarm for 7 am	alarm/set_alarm
take the alarm off for saturday and sunday.	alarm/cancel_alarm
will you change the alarm to 10 minutes?	alarm/modify_alarm
when is the storm hitting	weather/find
set the alarm for the flight next week	alarm/set_alarm
is it foggy in london?	weather/find
remind me to stop by my parents house tomorrow at 9am.	reminder/set_reminder
is it going to be sunny or cloudy today?	weather/find
how warm is it seattle this weekend celsius	weather/find
set alarm for 6am only on weekdays	alarm/set_alarm
remind me to take the dog to the groomer after church	reminder/set_reminder
delete my reminder for buying groceries	reminder/cancel_reminder
reset my alarms	alarm/cancel_alarm
what's the weather like between my home location and my vacation location?	weather/find
what's the low temperature supposed to be today?	weather/find
set a new alarm for 4:00 am on friday.	alarm/set_alarm
remind me to walk dog at 7 pm.	reminder/set_reminder
will it rain monday?	weather/find
will it get below freezing tonight?	weather/find
remind me to buy a ticket to the movies	reminder/set_reminder
what time does the sun rise in finland tomorrow	weather/checkSunrise
how much time do i have left before the alarm goes off	alarm/time_left_on_alarm
what reminders do i have for this month?	reminder/show_reminders
cancel my reminder for friday's dinner date	reminder/cancel_reminder
how bad is the storm going to be	weather/find
temperature this weekend outside c	weather/find
show me the alarm for school	alarm/show_alarms
set an alarm for 6 and repeat it	alarm/set_alarm
cancel alarm to call mom tonight	alarm/cancel_alarm
remind me to walk dog in the morning	reminder/set_reminder
create a new alarm for tonight	alarm/set_alarm
add a reminder to start dinner at 5 pm	reminder/set_reminder
is it raining today?	weather/find
remind me to pick up flowers for jen for our anniversary on the 28th.	reminder/set_reminder
is it raining right now?	weather/find
set an alarm daily for 4:00pm	alarm/set_alarm
how hot is it this weekend sao paulo in degrees c	weather/find
cancel my reminder to buy honey at supermarket	reminder/cancel_reminder
set an alarm for 1 hour	alarm/set_alarm
is it going to be above 67 in celcius near london next week	weather/find
at what time will the sun set	weather/checkSunset
jacket needed?	weather/find
what is my current alarm	alarm/show_alarms
remind me to pick up evelyn at 4	reminder/set_reminder
weather near me tomorrow	weather/find
what's the predicted rainfall totals for this weekend	weather/find
cancel all alarms for tomorrow morning	alarm/cancel_alarm
remind me when i'm at the store to buy pickles	reminder/set_reminder
what direction is the wind blowing	weather/find
is it raining in tampa	weather/find
it today going to be record breaking rain	weather/find
please snooze for 4 minutes	alarm/snooze_alarm
is it around 9 in degree fahrenheit paris	weather/find
remind me to pick up the girls at 7	reminder/set_reminder
set alarm for 6pm	alarm/set_alarm
set a reminder to buy ice cream for the party next tuesday at 6	reminder/set_reminder
what is the weather like in saint louis this weekend?	weather/find
what is the wind going to be like today	weather/find
remind me to be at school today by 11 am.	reminder/set_reminder
are there clear skies tonight	weather/find
update my alarm time to 6:40 pm.	alarm/modify_alarm
what's the weather like in san jose in february	weather/find
can you cancel the alarm	alarm/cancel_alarm
cancel any alarms that i have set	alarm/cancel_alarm
will it be foggy tonight	weather/find
is there snow in the forecast for tomorrow?	weather/find
remind me about wrestling	reminder/set_reminder
set alarm for 5 pm today.	alarm/set_alarm
will it rain this evening? 	weather/find
set a reminder for my appointment tuesday 8am	reminder/set_reminder
set alarm for 8:45pm tonight	alarm/set_alarm
remind me to pick up coffee at target tonight	reminder/set_reminder
set alarm for a recurring event.	alarm/set_alarm
remind of doctors appointment tuesday at 12 pm	reminder/set_reminder
is it cold outside?	weather/find
set alarm for 7:30am every sunday	alarm/set_alarm
set alarm for tonight's game	alarm/set_alarm
how cold should i expect it to be today?	weather/find
cancel all reminders after 5 pm	reminder/cancel_reminder
remind me to do my homework at 8 tonight.	reminder/set_reminder
what is the maximum temperature today	weather/find
will it rain this monday	weather/find
set a snooze for my morning alarm	alarm/snooze_alarm
what's the weather like in bogota?	weather/find
when is a tornado most likely to happen	weather/find
is there a thunder storm coming?	weather/find
will it reach 80 degrees today?	weather/find
set alarm for once a month.	alarm/set_alarm
turn all my alarms off	alarm/cancel_alarm
show me all my reminders	reminder/show_reminders
what is the current weather conditions	weather/find
repeat dog walk reminder each day	reminder/set_reminder
will it get wet today	weather/find
remind me to cancel all reminders.	reminder/set_reminder
cancel my reminder to go to the store	reminder/cancel_reminder
turn off alarm i set for tomorrow	alarm/cancel_alarm
what is the temperature forecast for today	weather/find
will it snow this week in flagstaff?	weather/find
remind me to buy toothpaste	reminder/set_reminder
reminder needed tonight for porch lights	reminder/set_reminder
remind me to record the walking dead	reminder/set_reminder
will it be humid out today?	weather/find
remind me to stop and get gas on the way home tonight	reminder/set_reminder
forecast for china?	weather/find
show my reminder.	reminder/show_reminders
remind me to take out the trash tonight	reminder/set_reminder
will i need my umbrella tomorrow?	weather/find
set alarm every minute for 15 minutes	alarm/set_alarm
please tell me the weather	weather/find
is there a thunderstorm watch?	weather/find
remind me to take my medication at 7:00 am	reminder/set_reminder
set reminder on the 13th to follow up with dr gupta	reminder/set_reminder
cancel the last reminder, please	reminder/cancel_reminder
cancel my reminder forsaturday meeting	reminder/cancel_reminder
remind me to visit the doctor monday morning at 8	reminder/set_reminder
remind me to buy cheese while at meijers tomorrow	reminder/set_reminder
show me my reminders for last night	reminder/show_reminders
is there a chance for high winds next weekend in brooks, kentucky?	weather/find
is it below 9 in degrees c around shanghai tonight	weather/find
should i wear shorts? 	weather/find
set an alarm for 5:25	alarm/set_alarm
tomorrow's weather high?	weather/find
remind me to pick up my son	reminder/set_reminder
tell me today's weather	weather/find
what days will it rain?	weather/find
what's the weather in sarasota today	weather/find
set new alarm for 7pm	alarm/set_alarm
i need an alarm for in the morning	alarm/set_alarm
what's today's heat index	weather/find
what is the weather like tomorrow morning?	weather/find
what's the temperature going to be in the morning	weather/find
set reminder for tuesday to take headsets for trip	reminder/set_reminder
remind me to record the census at midnight	reminder/set_reminder
will it freeze in the morning	weather/find
will the temperature change a lot today?	weather/find
long range forecast for this winter	weather/find
is it going to be warm tomorrow morning?	weather/find
set my alarm for 9:30 on the weekend	alarm/set_alarm
remind me to shop at publix wed before the sale ends	reminder/set_reminder
add a reminder to buy birthday present for dad on june 5	reminder/set_reminder
set reminder to what the bachelor tonight at 7pm	reminder/set_reminder
how much longer i left on the alarm	alarm/time_left_on_alarm
is it raining right now in florida?	weather/find
how warm is it at beijing today in degrees f	weather/find
how likely is it to storm tomorrow	weather/find
when is low tide today at rye beach	weather/find
is it going to be around 0 in degrees f around seattle tomorrow	weather/find
please cancel my alarm for tomorrow morning	alarm/cancel_alarm
what can i expect the weather to be like today?	weather/find
set a reminder for 10am	reminder/set_reminder
forecast in one hour	weather/find
remind me to call mom every day	reminder/set_reminder
how many nights this week will we drop below freezing	weather/find
remind me of mother inlaw visting  tomorrow at 7:00 pm for dinner.	reminder/set_reminder
is it going to rain on sunday?	weather/find
add a new alarm for 9pm	alarm/set_alarm
will it be below 93 in degrees c inside this weekend	weather/find
cancel my reminder for my appt on monday	reminder/cancel_reminder
is it below 70 degrees celsius around shanghai tomorrow	weather/find
set a reminder to refill meds	reminder/set_reminder
do i need to wear a scarf?	weather/find
is it sweater weather outside?	weather/find
set alarm for every 5 minutes for 20 minutes. 	alarm/set_alarm
time for rain today.	weather/find
reset all alarms to previous defaults	alarm/cancel_alarm
is it snowing this week?	weather/find
remind me to get gas on my way home tonight	reminder/set_reminder
will the weather be bad today?	weather/find
is it foggy today	weather/find
would i need a jacket tonight?	weather/find
set alarm for 4:00 pm.	alarm/set_alarm
set the alarm tomorrow for the flight	alarm/set_alarm
is it supposed to be cooler next week.	weather/find
show alarm time for tuesday	alarm/show_alarms
when is the next time it will rain	weather/find
is it a good day to play tennis	weather/find
how cold is it going to be tonight?	weather/find
is it flooding?	weather/find
set the alarm for baking the turkey for 4 hours.	alarm/set_alarm
will i be able to see the stars tonight?	weather/find
remind me to call mom at 8 tonight.	reminder/set_reminder
what is the air temperature in grand haven right now	weather/find
when did i set a reminder for the client meeting today?	reminder/show_reminders
add 10 minutes to my morning wake up alarm	alarm/modify_alarm
delete 4:00a.m alarm	alarm/cancel_alarm
remind me to make an appointment with the dentist tomorrow morning	reminder/set_reminder
is it going to be sweater weather tomorrow?	weather/find
tell me if it will be below zero tomorrow	weather/find
forecast for boston this weekend, please	weather/find
what is tonight's temperature forecast	weather/find
should i wear pants or shorts tonight	weather/find
what's the wind like today	weather/find
remind me to go to central park at 12 pm	reminder/set_reminder
i need the alarm set for 9am	alarm/set_alarm
is there snow in new york city?	weather/find
remind me to ask doctor about travel plans	reminder/set_reminder
what is this weeks forecast for juneau	weather/find
change weekend alarms from 7am to 8am	alarm/modify_alarm
does it rain often in oregon?	weather/find
show all reminders for today and tomorrow	reminder/show_reminders
set alarm for april 21st	alarm/set_alarm
do i need a coat for tonight in new york city	weather/find
cancel all my reminders for the day	reminder/cancel_reminder
create an alarm for 5:30 tomorrow morning.	alarm/set_alarm
what alarm to i have set for tomorrow?	alarm/show_alarms
snooze the alarm for 10 more minutes.	alarm/snooze_alarm
what is the best time to go out if i want to avoid the rain?	weather/find
how warm is it near new york tomorrow morning degrees celsius	weather/find
repeat that reminder every two weeks	reminder/set_reminder
skip all alarms on august 15	alarm/cancel_alarm
how hot is it in houston texas today	weather/find
weather.	weather/find
any warnings for the beach?	weather/find
hi bot! will it rain today?	weather/find
what's the weather forecast. 	weather/find
what alarms are set up for this weekend?	alarm/show_alarms
set alarm for every three minutes for 21 minutes	alarm/set_alarm
set an alarm to go off every 10 minutes. 	alarm/set_alarm
set up a new reminder for me to remember to get bread tonight	reminder/set_reminder
are there any storms in the next ten-day forecast?	weather/find
schedule shopping reminder	reminder/set_reminder
how much time before the next alarm goes off?	alarm/time_left_on_alarm
show me my reminders for october.	reminder/show_reminders
set alarm for 5 min every ten minutes	alarm/set_alarm
will it be stormy today 	weather/find
remind me to buy jana a present	reminder/set_reminder
cancel reminder about bills	reminder/cancel_reminder
is it above 10 in celsius out there	weather/find
will it rain overnight?	weather/find
remind me 20 minutes before the eclipse on the 21st	reminder/set_reminder
remind me of my appointment tomorrow at 4:30	reminder/set_reminder
remind me to pick up flowers for friday	reminder/set_reminder
i want to be reminded to help my daughter with homework	reminder/set_reminder
has is stopped snowing yet?	weather/find
when will it warm up	weather/find
how long until my alarm goes off.	alarm/time_left_on_alarm
reminder to make a dentist appointment	reminder/set_reminder
remind me to watch insecure sunday	reminder/set_reminder
should i wear a hat today	weather/find
when will the rain clear up in lancaster?	weather/find
remind me to call steve.	reminder/set_reminder
remind me to check bank account at 7 am.	reminder/set_reminder
should i wear a sweater today?	weather/find
set my reminder for an hour from now	reminder/set_reminder
what is the weather like in portland right now?	weather/find
how cold is it in london right now?	weather/find
lowest temperature tonight, please	weather/find
will it stop raining this afternoon	weather/find
whats the weather like in miami	weather/find
need to get to work by 6am set alarm for 4am	alarm/set_alarm
please make sure my alarm is set for 5:30	alarm/set_alarm
what is the time for the alarm tomorrow?	alarm/show_alarms
is it going to be around 65 in degree c outside this weekend	weather/find
show me my upcoming reminders.	reminder/show_reminders
set an alarm for 6 pm on saturday	alarm/set_alarm
how is the weather in jacksonville	weather/find
how many inches of snow is expected tonight	weather/find
remind me to water the plants every saturday at noon	reminder/set_reminder
set a reminder to do my work at 8pm.	reminder/set_reminder
remind me of the restaurant i saw in chicago	reminder/set_reminder
do i need to wear gloves today	weather/find
what time are they calling for thunderstorms?	weather/find
cancel my alarms on saturday	alarm/cancel_alarm
is today going to be hot	weather/find
will i need an umbrella for today?	weather/find
will there be a blizzard this week	weather/find
how long before my alarm goes off?	alarm/time_left_on_alarm
have alarm go off every 5 minutes	alarm/set_alarm
set alarm for 6 hours from now	alarm/set_alarm
how hot is it next week at sao paulo in degree fahrenheit	weather/find
can you set an alarm for 7am on monday?	alarm/set_alarm
wake me up in 30 minutes. 	alarm/set_alarm
is it going to rain during the next football game. 	weather/find
is it going to storm this weekend	weather/find
stop the alarm	alarm/cancel_alarm
is it above 9 in degree fahrenheit around sao paulo today	weather/find
i need to know what the temperature is in carthage ny right now	weather/find
what is the temperature going to be tomorrow in naples?	weather/find
how long until my next alarm	alarm/time_left_on_alarm
what time does the sun rise	weather/checkSunrise
are thunderstorms predicted this afternoon	weather/find
remind me to stop at the store before i get home	reminder/set_reminder
set an alarm for 7am tomorrow.	alarm/set_alarm
set my alarm for 25 minutes and then again in 5 more minutes	alarm/set_alarm
remind me to turn off stove after 25 minutes	reminder/set_reminder
should i carry an umbrella over the weekend in baltimore?	weather/find
how much time is there before the alarm is set to go off?	alarm/time_left_on_alarm
set alarm to shower at 6:30 am.	alarm/set_alarm
will i need an umbrella this morning?	weather/find
is their any rain in next week's forecast?	weather/find
set an alarm for 9:30 pm reminding me to complete my bake off.	alarm/set_alarm
set alarm for 6 am monday to friday	alarm/set_alarm
pause! pause the alarm. 	alarm/snooze_alarm
what's the weather in baltimore	weather/find
what is the temperature going to be today?	weather/find
how many minutes is left on alarm	alarm/time_left_on_alarm
send reminder 20 minutes before appointment tomorrow.	reminder/set_reminder
cancel the alarm in the morning?	alarm/cancel_alarm
is it below 33 in degree celcius for new york this weekend	weather/find
set reminder to call robert.	reminder/set_reminder
give me the weather for palm springs	weather/find
what's the temperature in danville, ar right now?	weather/find
do i need to bring a sweater today	weather/find
how low does the humidity get this time of year	weather/find
weather this week	weather/find
remind me to give rosco his meds at 8	reminder/set_reminder
cancel saturdays alarm	alarm/cancel_alarm
how icy is it outside?	weather/find
i don't want to forget to feed the animals	reminder/set_reminder
reset alarm to 6:15am for tomorrow	alarm/set_alarm
set reminder to buy cat food tomorrow.	reminder/set_reminder
is it warm enough for me to wear shorts today?	weather/find
remind me to pay light bill	reminder/set_reminder
move my alarm from 3 to 4.	alarm/modify_alarm
remind me to get a teacher's thank you gift by this weekend.	reminder/set_reminder
are there any weather warnings for my location	weather/find
set alarm for tomorrow at 3:30 pm	alarm/set_alarm
will it be around 13 in fahrenheit outside today	weather/find
what is the weather going to be like in alpha nj?	weather/find
is it below 45	weather/find
delete all of my reminders.	reminder/cancel_reminder
is it shorts weather	weather/find
how much time is left on the current alarm?	alarm/time_left_on_alarm
snooze for 13 minutes	alarm/snooze_alarm
cancel my 4am alarm	alarm/cancel_alarm
cancel my reminder to go to the grocery store.	reminder/cancel_reminder
remind me of work meeting tomorrow	reminder/set_reminder
what time will it stop raining today	weather/find
is sleet expected tomorrow	weather/find
what is the low predicted temperature for tonight? 	weather/find
cancel my reminder to buy cereal	reminder/cancel_reminder
add a new alarm	alarm/set_alarm
wait five minutes and then set the alarm for 20 minutes	alarm/set_alarm
set a reminder to get eggs and milk at walmart tonight.	reminder/set_reminder
what's the weather in new york right now 	weather/find
what is the forecast for thursday	weather/find
is there a tornado watch today?	weather/find
will it be sunny this friday	weather/find
will it be overcast tomorrow?	weather/find
set an alarm for 535	alarm/set_alarm
remind me to take out the trash today	reminder/set_reminder
will next week be cool?	weather/find
cancel my reminder for the salon	reminder/cancel_reminder
remind me to stop at the supermarket today on the way home from work	reminder/set_reminder
set my alarm for tonight at 2:30.	alarm/set_alarm
whats the temp right now outside? 	weather/find
what is the weather forecast for sacramento this weekend?	weather/find
is a storm rolling in?	weather/find
is it going to be above 15 in degrees fahrenheit around beijing next week	weather/find
